stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
4066,2879,Stackhouse at Fanshawe SB - #2879,,43.041031,-81.23494,,,,,,0
4067,2880,Sunningdale at Richmond FS WB - #2880,,43.03824,-81.289365,,,,,,0
4068,2881,Sunningdale at Richmond NS EB - #2881,,43.038217,-81.28903,,,,,,0
4069,2882,Sunningdale at Village Walk FS WB - #2882,,43.037112,-81.29324,,,,,,0
4070,2883,Sunningdale at Village Walk NS EB - #2883,,43.037003,-81.292949,,,,,,0
4071,2884,Tilbury at Pomeroy WB - #2884,,42.934464,-81.310761,,,,,,0
4072,2885,Tillman at Raleigh SB - #2885,,42.934839,-81.308467,,,,,,0
4097,2886,Wellington at Southdale NS 1 NB - #2886,,42.942949,-81.225455,,,,,,0
4098,2887,Wellington at Southdale NS 3 NB - #2887,,42.942176,-81.225262,,,,,,0
4099,2888,Wellington at Southdale FS SB - #2888,,42.94299,-81.225878,,,,,,0
4075,2889,Western at Elgin SB - #2889,,43.010028,-81.277456,,,,,,0
4077,2891,Western at Wellington Dr FS SB - #2891,,43.010693,-81.27753,,,,,,0
4078,2892,Wharncliffe at Base Line NS NB - #2892,,42.958709,-81.260758,,,,,,0
4080,2893,Wharncliffe at Base Line FS SB - #2893,,42.95866,-81.261057,,,,,,0
4084,2896,Wharncliffe at Riverside NB - #2896,,42.983189,-81.262587,,,,,,0
4094,2898,White Oak Road south of Bradley SB - #2898,,42.92971,-81.249489,,,,,,0
4086,2899,White Oak Road at Bradley NS NB - #2899,,42.931339,-81.249597,,,,,,0
4087,2900,White Oak Road at Dowell FS NB - #2900,,42.929483,-81.24918,,,,,,0
4089,2901,White Oak Road at Dowell NS SB - #2901,,42.927813,-81.249048,,,,,,0
4088,2902,White Oak Road at Dowell NS NB - #2902,,42.92739,-81.248689,,,,,,0
4090,2903,White Oak Road at Exeter 2 NB - #2903,,42.925736,-81.248319,,,,,,0
4092,2904,White Oak Road at Exeter NS 1 SB - #2904,,42.925574,-81.248498,,,,,,0
4093,2905,White Oak Road at Exeter NS 2 SB - #2905,,42.923436,-81.248007,,,,,,0
4091,2906,White Oak Road at Exeter NB - #2906,,42.923652,-81.247821,,,,,,0
18,,King Edward at Thompson - #,,42.969475,-81.212779,,,,,,0
69,,Southdale at Nixon - #,,42.942508,-81.236577,,,,,,0
2836,,Dufferin at Waterloo WB - #,,42.988309,-81.243822,,,,,,0
2844,,Proudfoot at Oxford - #,,42.985155,-81.288054,,,,,,0
2001,,McMaster at Wonderland WB - #,,42.942934,-81.287573,,,,,,0
3838,,STACKHOUSE at  FANSHAWE NB - #,,43.041173,-81.234836,,,,,,0
2434,,Wellington at Baseline Rd FS NB - #,,42.962116,-81.230972,,,,,,0
2453,,Western at Lambton Dr NB - #,,43.006833,-81.276784,,,,,,0
4105,2789,Barker at Melsandra NS SB - #2789,,43.018618,-81.232488,,,,,,0
4106,2850,Kipps at Adelaide WB - #2850,,43.018164,-81.24418,,,,,,0
4108,2852,Kipps at Belfield NS WB - #2852,,43.019159,-81.240758,,,,,,0
4109,2799,Colborne at Oxford NB - #2799,,42.998104,-81.245584,,,,,,0
